Omega_b  Omega_m  h  n_s A_s
3.099366066968993819e-02 5.831255346255266314e-01 6.628993010205941339e-01 1.196737127654413424e+00 2.055877376329778183e+00
4.185425458441131841e-02 2.226960049542102971e-01 7.965551072267068600e-01 7.678325819491950144e-01 3.179657037977687395e+00
5.293569366934549464e-02 5.465489882817001766e-01 7.815380267081952770e-01 9.514778079163829227e-01 2.793899646525219715e+00
5.322145025429826648e-02 4.546568443216374433e-01 6.170654352108475571e-01 8.695430105542134580e-01 2.384485613999425269e+00
6.844736748075436195e-02 1.241049516133219122e-01 6.036881427319568116e-01 1.052477782802663686e+00 3.245648459873472724e+00
4.724293258343752189e-02 5.313600872854425949e-01 8.632170222907773471e-01 9.666484546499685138e-01 2.165549251441615031e+00
5.513926038881515612e-02 5.129801536627579539e-01 5.850128718389121518e-01 9.852717644108128781e-01 3.725078395003701637e+00
3.071927197022641942e-02 5.249591996018103668e-01 8.924396415703865770e-01 9.138907909233731086e-01 3.605340030351851688e+00
3.750055255640312446e-02 4.849130517133096729e-01 8.764161131111605219e-01 9.211087190241162848e-01 2.689837240340271496e+00
5.506598523284790547e-02 4.004123954728471269e-01 6.709478957739468674e-01 1.236792374174861209e+00 2.171430733139864788e+00
4.306872305321395034e-02 1.972018018526572880e-01 8.108672654802260293e-01 1.086760203776442335e+00 3.136259610000454057e+00
3.318847576601325483e-02 5.582932223126100268e-01 7.624425920077513297e-01 1.258707752629107279e+00 2.758711233476856428e+00
3.263894302520022744e-02 1.945487755669284557e-01 6.371664133021275322e-01 8.302647189932206295e-01 2.963126214228006816e+00
5.286774210334335700e-02 4.103125208475181251e-01 6.907223635300741016e-01 7.104163230233161430e-01 2.001452340395574847e+00
4.038929194232198511e-02 3.496711200463135105e-01 6.378107824919686530e-01 6.132183639600532477e-01 2.497364254027812258e+00
5.913746223680144132e-02 3.020302474028812578e-01 6.663408496192166908e-01 7.190371214006450185e-01 3.994455410593237055e+00
6.030588284254138898e-02 3.735681299570853264e-01 8.795095852994390118e-01 9.040817241065108867e-01 3.835761178528880322e+00
5.750683662476262226e-02 3.786067395089043330e-01 6.874946320519650378e-01 8.620265726524827254e-01 2.027514697541728417e+00
3.433323234996042000e-02 2.127415320012023825e-01 8.204843787922221354e-01 9.901862354496032692e-01 2.366335402940275223e+00
6.928540315226600077e-02 1.681871399656675314e-01 8.190885164831183118e-01 7.841338177938649290e-01 2.599621303437643416e+00
4.440101862949388800e-02 5.868022151096495831e-01 5.390756777374317021e-01 7.891046698841739371e-01 3.184100055382169892e+00
3.527051242064701414e-02 1.141715086695607173e-01 7.982417366736379583e-01 1.035924574842983725e+00 3.586076273390667257e+00
6.190062939422696225e-02 4.553888974537921852e-01 5.416566998620087059e-01 1.054711889634881494e+00 3.002417627695026070e+00
5.217448735236179802e-02 2.606738075956619438e-01 6.184379207487464836e-01 7.735612506948299494e-01 2.714734621081159816e+00
4.583734293047450614e-02 4.517467701057547025e-01 7.717220146911540901e-01 9.262907487312069810e-01 2.494362545400615971e+00
3.873109178640003064e-02 5.308806527690733690e-01 8.954086410637795979e-01 1.043962857011286660e+00 3.089224823897593453e+00
4.424260925658971694e-02 1.524068019490094628e-01 6.349474264083048158e-01 1.159478708915011369e+00 3.525079451805584352e+00
6.109648012894835362e-02 3.118466778561024277e-01 7.449455127232459395e-01 7.004613101436043543e-01 3.537608118650446443e+00
6.688450040456138390e-02 4.033890678321763179e-01 7.656172066085591421e-01 1.183919836778057899e+00 2.809172460781578451e+00
6.176394898519887294e-02 1.988417312736459885e-01 7.678284305293593404e-01 1.033251194513787219e+00 3.397151177353054496e+00
4.031372973252117520e-02 2.265821015110907610e-01 6.565740556451252763e-01 6.320797855244899566e-01 3.887155044671574800e+00
5.290144998584617869e-02 3.977063420626563151e-01 5.311774329473305523e-01 1.039108265626048411e+00 2.492998976262056132e+00
5.210016044237950061e-02 2.379139239619197654e-01 5.429309994178788124e-01 9.792525447916407000e-01 3.923940940661432286e+00
5.571621231545008379e-02 5.236766140793612800e-01 7.586044194537248098e-01 1.108043953210561927e+00 3.508733953329838062e+00
5.618162052309706722e-02 3.237018945802782599e-01 5.355714855936708485e-01 1.045533025471309330e+00 3.848970876150592524e+00
5.643653973993531525e-02 1.672024136780380921e-01 5.348114141976393343e-01 1.193792798104587494e+00 3.336740137989637311e+00
3.410662610796166144e-02 1.287107857872793470e-01 8.182562329998261941e-01 7.909746612147140477e-01 2.248405544440206238e+00
6.847879317489574680e-02 2.392849091896395719e-01 8.614803847944521031e-01 1.230035405447903241e+00 3.506297589116372571e+00
4.617963502210975513e-02 1.432156846433021435e-01 5.666526027231056917e-01 1.036567436893186311e+00 2.122146281746194241e+00
6.122961418451715321e-02 5.147859938336630803e-01 7.315936069319407542e-01 8.288348769550721862e-01 2.604397403302032288e+00
3.007709623495119847e-02 2.509823552333222407e-01 6.011329749893620233e-01 1.256556644056517014e+00 2.620092686558283646e+00
6.624747224039187476e-02 1.539782831269832231e-01 5.736389762342497534e-01 6.976659307178232350e-01 2.139711895825210153e+00
3.023720045757676000e-02 4.606313895803608727e-01 5.881188415635930644e-01 1.223843727384614555e+00 2.393729116502806065e+00
4.961425693461143926e-02 3.155942191341604142e-01 8.751108749389007180e-01 1.261036491646843505e+00 2.726019891450571109e+00
5.127557533428522829e-02 5.320542117426327877e-01 5.303925408544228892e-01 1.099589123379625111e+00 3.636872386935783297e+00
4.791275140730023863e-02 4.477688619796238445e-01 7.212816291665250512e-01 9.271377638567437351e-01 2.874972632271934891e+00
4.111604218545343581e-02 4.423036081787944385e-01 8.919060082238132736e-01 6.516422992212853593e-01 3.025801900854554916e+00
5.555944906490666024e-02 2.935421325490661371e-01 7.647092194135920451e-01 1.124619308118785188e+00 3.978008727689024138e+00
3.743148844238756295e-02 2.870742167383568688e-01 5.259159912872877207e-01 1.012431106734193564e+00 2.864121848564240569e+00
5.051074923439372033e-02 2.579356548332470411e-01 5.788058123299941737e-01 7.434784772559065447e-01 3.495187941430802248e+00
3.221726474275609514e-02 5.111626432648114227e-01 6.834785632256970000e-01 7.214979411567603584e-01 2.099189024208392151e+00
4.338131385597389367e-02 5.138430365391950527e-01 6.437786566565766311e-01 1.260196575482200654e+00 3.117509678084249281e+00
5.706700210094456382e-02 5.283836729597823911e-01 7.693251440884819603e-01 9.774581254844497691e-01 2.268399194645769779e+00
3.779791625097279895e-02 4.555221878036134209e-01 8.109794657138927887e-01 1.188256324007689324e+00 3.915371777734781844e+00
3.291154751057432520e-02 3.910120788482089882e-01 7.505381468134848522e-01 6.984394482020066519e-01 3.667118143616502124e+00
6.347915096325838780e-02 2.505211555361115949e-01 7.733560895403024382e-01 9.825065154177549109e-01 2.893018256173159664e+00
5.579399428726500298e-02 1.714885875599579945e-01 7.711860629541653633e-01 1.271240678058927376e+00 2.638362186029713730e+00
3.644588194984328677e-02 3.666651367774081960e-01 5.784224624145793969e-01 8.821592043978598863e-01 3.056519992155319887e+00
5.933986554691147997e-02 2.808831620860155476e-01 8.769033021940046968e-01 8.664340367633682760e-01 2.241912218688327130e+00
3.188528907619159886e-02 5.803296977286043212e-01 8.232179589369195138e-01 8.788636723253542282e-01 3.075114649015763479e+00
5.974736299568839115e-02 5.861508095658217732e-01 8.328804512877028277e-01 1.136833734243009264e+00 2.017592891518814824e+00
3.991616712527018551e-02 1.450838922507463324e-01 6.553056270352193291e-01 9.307924896038606288e-01 2.661764016140828026e+00
5.110610391487217796e-02 2.851208856987684226e-01 7.851274541972779186e-01 8.267185280680714454e-01 3.708858296574783608e+00
6.271744218679570215e-02 3.372274765626039894e-01 6.533349552791466452e-01 7.787136294700817141e-01 2.746361267805718764e+00
4.007427933681514953e-02 3.633173942023699698e-01 6.617080468333965682e-01 8.329269341511863489e-01 2.235135134824955294e+00
4.458870348529525574e-02 3.127799345074818715e-01 6.718132937477153677e-01 7.518499511611433928e-01 2.805607391343734047e+00
4.641670633105433874e-02 5.969414231914701441e-01 8.603788280854693937e-01 7.825232250028903991e-01 3.818636056833245807e+00
6.439575876976137703e-02 4.181608338758918686e-01 7.529123421292645002e-01 8.759225671005683722e-01 3.556400973417100708e+00
6.282336140813570002e-02 3.049883683913554577e-01 5.298291418991795121e-01 6.695377634828930669e-01 2.461974583807557071e+00
3.892700884593743027e-02 2.225002969508185213e-01 6.148590741652438796e-01 1.173083684372454139e+00 3.704879045144529037e+00
5.966450588371902120e-02 5.242355519965701260e-01 5.988786089514420707e-01 8.862904778941091966e-01 3.963959975440603856e+00
4.929606424406660081e-02 5.604227128584627904e-01 5.754713425367607993e-01 6.551342155985039328e-01 2.824428609867124074e+00
6.812585893329173303e-02 1.868569664650169271e-01 7.351581565446596578e-01 1.078591670976199346e+00 2.196276263821229868e+00
6.168931413967631422e-02 1.905698183026777737e-01 6.108280654117393960e-01 9.382909382659105901e-01 3.882271533971440647e+00
4.581372105242866033e-02 1.314394374416819611e-01 6.233808509575053947e-01 7.217812109517882657e-01 2.654762631348538182e+00
5.098043672400313919e-02 3.463864658327362456e-01 8.502724604496189054e-01 6.562296307662573991e-01 3.664980000503291091e+00
4.086062183111973528e-02 5.001702114183617098e-01 5.836699579095987467e-01 1.060833572982018858e+00 3.062761215623550637e+00
3.541800892396350375e-02 3.088504885283657186e-01 8.997253136805954954e-01 1.118054878836831412e+00 3.842171413815947290e+00
3.864404761248608350e-02 3.607098777565889147e-01 6.048722256348623150e-01 1.133049949912761534e+00 3.457227413494644352e+00
3.394129809463972136e-02 1.013475061703148355e-01 5.291046439676123647e-01 9.531440762766674180e-01 3.014478770216368453e+00
6.173976779950800936e-02 1.084272479746976603e-01 5.751836353898907017e-01 8.082849865884476070e-01 3.981244231651213550e+00
5.907162504926279090e-02 3.995750286552544051e-01 6.449023540071642246e-01 1.217714360211561431e+00 2.008919693035679632e+00
4.918898895199752541e-02 4.627004043374813858e-01 6.568138648584843642e-01 6.865293097427638269e-01 3.668289951419967387e+00
6.035919722226092132e-02 2.355014894300509198e-01 7.150401268326843640e-01 1.120768516149326377e+00 3.872907208215364605e+00
6.771300299240852472e-02 4.512311251035060478e-01 6.390207103152898416e-01 1.115406638394790928e+00 3.698560303852579167e+00
5.816294214614773500e-02 4.755156858415793275e-01 7.404815543466325423e-01 9.643864525738758964e-01 2.243270117777190986e+00
4.199757540855435234e-02 2.920977010138732233e-01 5.932368958570890527e-01 7.637980540706443833e-01 2.592511653780281478e+00
6.325596540706018844e-02 5.270700089353607121e-01 6.192689958491276458e-01 7.808832587335314823e-01 2.048140355596268947e+00
5.787300215944239656e-02 5.413123658807477145e-01 6.261065632699562844e-01 9.079620198851220403e-01 3.292296795364202389e+00
3.280893868364789107e-02 3.706580416725078209e-01 6.405044799015582324e-01 6.150434231238136595e-01 3.550396352220399621e+00
5.411527990381697489e-02 5.065291451672629952e-01 6.828859020238632338e-01 1.276221036021442767e+00 2.726782756696009891e+00
6.373207000465937189e-02 3.527266415576172376e-01 5.561769643010332498e-01 1.210990499817103494e+00 2.064009333004814373e+00
4.803566575634694163e-02 4.952358069688530540e-01 8.412427281296204207e-01 7.088924504994386089e-01 2.299101915001687590e+00
6.531812039140547088e-02 5.572481764787198255e-01 8.248487649955040801e-01 8.054293076295591103e-01 2.989112614845653937e+00
3.017879136456166553e-02 1.167565150103795218e-01 6.337834004582566516e-01 9.565096303662237176e-01 3.520880381659381442e+00
6.930672003890664401e-02 1.856674468777450016e-01 8.368737610267367177e-01 7.278163570564335494e-01 2.275099934789777123e+00
5.601281886545289579e-02 3.821423837821366076e-01 6.993266107668247855e-01 1.230614632156279864e+00 3.531180734717109360e+00
5.046362276987979151e-02 5.739697900216149673e-01 7.137242296987307277e-01 8.657852825278731235e-01 2.582042833885532129e+00
4.838105310158100775e-02 4.610732570697467780e-01 7.214929118369370897e-01 6.599281798410762123e-01 3.958843267556011902e+00
3.649518685549549279e-02 5.868846077750996537e-01 5.499504553274133789e-01 7.928598646038604869e-01 2.457836899314239876e+00
4.798244087761652926e-02 1.780517763636715323e-01 6.367501413192874216e-01 8.365136769594494481e-01 3.500396969082837373e+00
4.977886217375347006e-02 3.950569024684834618e-01 5.039583867538801609e-01 8.564236810870393679e-01 2.463983351093917751e+00
4.709374674798658816e-02 4.350533705628211179e-01 8.133750303398703529e-01 1.017119904661064167e+00 3.235059000713309096e+00
5.637544075532990168e-02 4.420294447464125920e-01 6.243544799788740551e-01 6.483393650818708442e-01 3.404285196592686802e+00
6.323770602128717111e-02 4.869160312827499615e-01 7.163136870628036279e-01 1.133261509492156094e+00 3.727580162860478552e+00
6.026723311576116099e-02 3.460631951742930701e-01 8.455803042097005395e-01 1.278879774361398436e+00 2.157755018344583053e+00
4.429020562664487404e-02 2.915842607338908210e-01 8.696719926436626835e-01 9.460911425635389893e-01 2.179741311737849685e+00
5.021001606446921783e-02 2.535034324277029016e-01 5.274384359202921591e-01 7.618520607223500107e-01 3.776211484496582393e+00
6.586509046652500032e-02 5.649785178190341872e-01 5.999891677183657457e-01 9.975202062143448956e-01 3.424572130800110248e+00
6.726155068251349345e-02 1.766165108984813492e-01 6.167388829838473807e-01 1.097066661412565702e+00 3.434337973206768702e+00
4.203878855220115340e-02 5.741570417141024230e-01 7.258788755457099562e-01 8.669633767454827389e-01 2.664603723513998990e+00
4.615010228875058435e-02 3.827493865288015273e-01 8.273895201522665221e-01 1.130594716485883833e+00 3.845849870715389862e+00
6.258129497630421367e-02 3.119201831384131873e-01 8.160257257520033836e-01 1.211852287161086394e+00 2.185602207961141019e+00
5.831042325650831470e-02 5.620175300505961813e-01 5.761908088046286958e-01 1.066739615413998088e+00 2.007269957229063095e+00
3.169163524212369187e-02 5.098451717351768497e-01 7.739158795392149237e-01 7.413852852059614751e-01 2.908006080461404075e+00
5.057379239568300655e-02 2.526880719738111569e-01 7.375968894019195865e-01 9.192596907390327976e-01 3.437769745238560493e+00
3.690295392062820784e-02 4.991595416207675884e-01 5.769062036348819866e-01 1.249177440934397865e+00 3.600351839841220869e+00
4.937150321929301144e-02 5.193141651932864367e-01 6.752083666695274378e-01 9.358799556791339569e-01 2.717805440166466635e+00
3.197283553821497759e-02 1.340451391993967845e-01 5.718479661467597008e-01 6.746369012643338436e-01 3.157965162073890220e+00
6.500662905088311350e-02 2.403945888226007299e-01 8.527964790138808926e-01 7.922613730290044565e-01 2.378247088698646206e+00
5.086619540341071055e-02 3.137456665495630403e-01 6.962483818524782819e-01 7.688387835459289388e-01 2.872920632492783621e+00
5.724083019995080540e-02 2.456346230168645617e-01 8.906050784682513211e-01 9.426680110907030841e-01 3.781901767779046963e+00
4.156870594120859463e-02 2.887217120197065889e-01 7.279336785718582004e-01 8.843072777523355299e-01 3.236485516737476864e+00
3.366052496974768909e-02 4.630544444168095408e-01 5.856150583738604087e-01 9.541796349786394460e-01 3.879789955729097350e+00
5.219369803826524878e-02 5.811089675210293626e-01 7.322725190575675169e-01 9.548129522790524959e-01 2.044708020074359922e+00
5.613845296034528087e-02 5.874036863578382395e-01 5.626125345242150022e-01 1.024677515053996846e+00 3.053389417294757990e+00
5.271927471000045773e-02 2.895076267576537354e-01 5.186132258101683323e-01 9.947230474633484976e-01 3.907080539518486439e+00
5.940291313749525293e-02 3.967707995987399539e-01 8.655991509374116877e-01 1.231265117346728388e+00 2.264816644797588818e+00
6.328594871851939141e-02 3.278011987700212293e-01 7.898090183944328491e-01 9.057371198326487072e-01 2.992839326788227616e+00
3.550566304844438026e-02 2.474720685769402906e-01 5.534834846366357697e-01 1.197898239938030462e+00 2.205833005834721305e+00
4.974470083784324204e-02 4.314286643291045387e-01 6.430504588443113345e-01 1.092943682257235594e+00 3.767807683762034898e+00
4.689638267318931020e-02 1.486173150902572460e-01 8.837919815182226912e-01 1.153496850775944216e+00 2.991942904546662341e+00
6.998869409813032738e-02 5.558739743629393937e-01 5.831644091445831179e-01 6.084955493007995209e-01 3.823898495372553441e+00
4.147295332439678017e-02 1.332756084515519246e-01 8.435625403726427773e-01 1.126745941779955018e+00 2.868166220843652248e+00
5.434947288637624607e-02 2.078948882513676488e-01 6.771217620384527569e-01 1.246128314692502848e+00 2.974238563189852691e+00
5.987899912524598245e-02 3.941559895366083532e-01 5.070842777209163543e-01 6.097846019841395293e-01 3.436961936143530405e+00
5.199632119388550300e-02 3.000258603099926202e-01 5.971945482142320127e-01 7.246272389660644020e-01 2.446489138844289091e+00
4.324762395542180310e-02 2.241543530719312671e-01 7.041945083784090231e-01 1.242391004298665669e+00 3.067353166476862292e+00
6.962612158779445115e-02 1.117517747427403396e-01 8.009966495127480712e-01 9.984061362585263666e-01 2.430174006433638123e+00
6.956630985263076439e-02 2.296404906423426262e-01 6.200706751127934568e-01 1.078441112287942261e+00 3.047046735610085655e+00
5.190584131735960505e-02 4.583599875829279524e-01 6.765455957320911651e-01 1.112589746618536601e+00 2.382159996948268077e+00
4.262571678047800960e-02 4.648172329005603176e-01 8.258984064344944143e-01 1.157404930138774768e+00 3.317893336685585837e+00
5.845572741417929402e-02 3.271616191915674987e-01 8.719266248463175550e-01 1.189628225125783256e+00 2.351567756174063106e+00
5.577041364481068880e-02 3.065375388627767927e-01 7.299914051198179710e-01 9.555753811140114129e-01 3.892911325760202157e+00
5.385808296511267190e-02 3.913314809687205020e-01 7.562374344444187102e-01 9.409180140080626309e-01 3.376816641297002874e+00
4.520756103665139747e-02 4.066192925497832400e-01 6.043450072064303624e-01 1.166433708828280791e+00 3.421482239850683893e+00
3.075719501329852654e-02 5.086203638797892612e-01 5.094765226896854626e-01 1.123337173238246667e+00 3.357626565189588241e+00
4.808765110679164012e-02 5.492070419032973883e-01 5.285720249694911832e-01 1.076125636937472096e+00 2.510274084893751034e+00
4.743876745526408312e-02 3.010566839320432120e-01 6.443615241561231333e-01 1.103792059868838660e+00 3.030243606258707256e+00
6.303852054013414641e-02 2.461908560879363106e-01 8.374981142594259964e-01 7.415293987081112981e-01 2.023115193876872109e+00
3.470381411517631243e-02 5.760379574813758730e-01 8.790576356148831483e-01 1.044661029333344482e+00 2.144114689809703655e+00
3.804133889752222414e-02 2.087088552571872979e-01 5.523285956109512673e-01 6.421040233812500553e-01 3.721122299566385738e+00
4.624025720389304123e-02 2.195816666073476253e-01 6.680569254576828042e-01 1.171083662721432050e+00 3.612094610821135365e+00
3.795087194035923206e-02 3.101870833959186058e-01 5.866324685510315717e-01 8.145008466445406992e-01 2.293951605276743244e+00
5.451672629064885367e-02 3.482709598710742593e-01 8.862822768183440392e-01 8.631663144277601507e-01 3.253325453139587431e+00
5.516257636869771608e-02 3.139317581406564361e-01 6.942287301410124956e-01 1.084207521948720832e+00 2.696275912870472524e+00
5.115447924006685798e-02 5.120857700309940919e-01 6.702658922966678867e-01 1.241258639523944662e+00 3.988190807959895778e+00
6.779119750509175757e-02 5.061754122220168961e-01 6.777916899214313506e-01 9.389272193301594349e-01 2.648351746140186425e+00
6.945565201451633919e-02 5.605125424575734261e-01 8.887465724653573762e-01 7.761079965350377030e-01 2.057315601197925670e+00
4.019811357022171072e-02 2.164555702747272825e-01 8.704363471046736578e-01 1.134314877296467072e+00 3.652193327102586373e+00
6.004986632502073984e-02 5.459024307523168140e-01 8.852660969820675962e-01 6.847576199239855388e-01 3.242625311831895729e+00
5.260298188622215820e-02 4.768420977248533088e-01 6.911390910106334218e-01 6.164478441344073412e-01 3.372207580423137507e+00
6.021521548789444955e-02 2.709541810678519624e-01 5.364963145154912905e-01 1.236186336874143477e+00 2.628534898555089594e+00
6.522090264539527615e-02 5.767168146024228559e-01 8.646963321124030433e-01 1.176367599812180309e+00 3.610134637663444668e+00
5.108001820684156258e-02 1.551799117961912833e-01 5.911141927087615322e-01 1.252389679989244886e+00 2.146798532902757017e+00
5.720936905453666982e-02 1.385890195091094568e-01 7.817998313298846202e-01 9.735004705248022638e-01 2.092813020328306628e+00
6.257550506777118104e-02 4.896593148634574844e-01 7.001071340288489431e-01 1.232057144066866616e+00 2.312719739321277057e+00
4.370537705783662796e-02 4.490730145958056196e-01 7.012075859444351078e-01 1.267207307374532466e+00 3.568611904432021031e+00
5.024898512825078101e-02 1.516432055004789115e-01 6.880311286365972112e-01 1.138500694771072741e+00 2.148890985824673194e+00
3.251787014557295380e-02 2.444120919902690592e-01 8.754509041638927069e-01 8.934159487714397052e-01 2.572555521450408555e+00
4.330025813922049743e-02 2.292368207127647717e-01 6.287391421942398750e-01 1.071965461062251546e+00 3.461499063778920693e+00
4.552043490750049687e-02 1.303930493797607060e-01 6.785647404575446684e-01 1.034084622279304311e+00 2.477831718314495113e+00
6.364794360904478532e-02 2.319600149150119750e-01 7.475896695423205340e-01 1.007922966027391176e+00 2.322742163924739422e+00
4.772405631580182300e-02 2.364631047295065736e-01 8.156414721097721143e-01 1.143152396230604939e+00 3.412480841112302876e+00
3.505876557582394970e-02 4.596229040520413145e-01 5.540378249953440415e-01 6.937762272094268878e-01 3.207895108241535898e+00
4.906383235479618021e-02 3.329593995034322296e-01 8.152176186269047831e-01 6.415933825611068730e-01 2.934385279121301870e+00
6.459418787284237906e-02 4.000360231169735048e-01 5.481860756990888373e-01 1.063530994135893692e+00 2.084224384648642570e+00
6.949632872152547436e-02 5.381174270115610669e-01 8.070772163364192675e-01 6.789820902128550495e-01 2.633548396716208551e+00
6.274726312746875534e-02 3.194505231610712537e-01 7.503495344419757185e-01 1.137400819838276789e+00 2.036372708203773030e+00
3.746898250922911511e-02 1.723566024288760712e-01 5.114941742013534576e-01 7.394276522129811235e-01 2.643945795469295756e+00
6.292506198865772948e-02 2.963442801686527739e-01 6.747688489577512438e-01 1.259510827027379154e+00 2.246602753653873297e+00
5.254271849660820809e-02 1.836621072932386745e-01 5.576467698413168916e-01 1.001897002001465697e+00 2.130231757801432924e+00
5.612666776213739994e-02 2.098704603977593064e-01 8.307171258429497662e-01 1.125862470679333871e+00 2.840318302371510395e+00
3.995351669546595708e-02 2.961831576600687521e-01 7.722957260617331343e-01 1.145320396238245220e+00 2.773321721170103338e+00
4.628641785823996158e-02 3.016269713286596765e-01 6.807028261858085738e-01 6.177691720016799115e-01 2.897680430603672974e+00
4.774412225999292991e-02 2.037714183395830381e-01 5.250511696039423803e-01 8.844411562840659435e-01 2.002382942185275017e+00
3.910408301620824784e-02 2.031693670220886538e-01 8.294543257832475147e-01 7.661059556032631113e-01 3.801637393465152392e+00
6.613017463694423337e-02 5.227405623998575557e-01 8.320954536151539127e-01 8.710947432114539701e-01 2.819906352217021350e+00
3.345106409646287499e-02 3.946663576928106654e-01 5.654590475947259831e-01 6.970206437735924077e-01 3.392837633062689484e+00
3.562547240881823452e-02 2.247154125702767735e-01 8.783280436978018191e-01 7.607841250274947065e-01 2.866981879807242173e+00
6.298235612554659024e-02 4.410078594041068056e-01 7.037713274017169951e-01 9.027697387031068388e-01 3.939494329230022629e+00
5.733356918854803919e-02 5.919580907222942168e-01 7.236279857033489638e-01 1.266475325475342473e+00 3.554418121232753691e+00
3.925656351770989705e-02 5.276296599932385201e-01 8.074994509398920606e-01 6.269176141330990992e-01 3.920814521015529408e+00
3.312196437246891362e-02 5.420235659998682287e-01 8.663539272182623208e-01 1.183195738193948188e+00 2.944856611606116559e+00
3.490675858053851610e-02 2.758694432951961373e-01 5.658287966383689360e-01 9.118500114784708899e-01 3.144200661504100935e+00
5.016767416259622359e-02 4.963341450290449375e-01 7.317163802070629774e-01 7.449462703904099481e-01 2.021198273418413294e+00
6.868725488042791427e-02 1.140290633913225993e-01 8.823972999740310463e-01 8.369509643930986842e-01 3.974238264349058358e+00
6.753089079852608867e-02 3.389443693934943713e-01 8.980176523325047455e-01 7.441491724930460183e-01 3.004544892267134948e+00
3.590801454392635039e-02 2.571261200728670593e-01 5.463236534035329495e-01 1.008208263207921673e+00 2.745768097979315314e+00
6.702134836397194428e-02 3.847037344661939917e-01 6.321765540281553131e-01 1.273554129805386737e+00 3.348709910278543589e+00
5.634906711909994093e-02 5.689177273750835040e-01 7.943770202219579968e-01 6.340948204811777122e-01 3.909651418644428666e+00
4.210300423221031985e-02 2.305836551841807802e-01 6.196173007384472298e-01 1.019650713478373216e+00 2.118808738774063283e+00
6.958464492388508060e-02 3.592717349209847422e-01 7.762609193557159504e-01 8.251218133338857896e-01 2.341499544770500929e+00
3.498566716683568917e-02 2.991507773303800910e-01 7.554962773904208007e-01 1.111145083040697035e+00 2.356166266939887954e+00
6.537707565227676709e-02 3.765368569136824384e-01 6.095831330563149519e-01 7.713721506561945773e-01 2.938418645930028550e+00
4.060576089219034013e-02 1.884136379438208497e-01 7.808045603014310831e-01 1.264761948587376672e+00 2.896333829955949568e+00
4.314340021829759370e-02 2.687391434056692896e-01 7.444455055525732723e-01 1.265613265025956613e+00 3.945995256754309288e+00
5.782360649681808629e-02 4.839562219193497272e-01 7.369293169437496349e-01 7.251720471491439612e-01 3.729370956828406136e+00
5.048399152665926370e-02 1.217741823167833443e-01 8.988806629583165897e-01 7.005369099096485641e-01 2.480522866075712596e+00
6.040709670085316063e-02 2.108122622115266021e-01 5.257320202596336145e-01 1.215229566763451619e+00 2.466864145184390011e+00
4.213786082772088409e-02 3.615470291567380867e-01 6.893066376384356930e-01 1.122793443917581069e+00 2.374753556750893058e+00
6.209607738777803837e-02 5.031255711297045741e-01 5.264309211410060918e-01 8.500473777704020684e-01 3.099271044631564553e+00
6.608553834709837704e-02 2.158132463466179429e-01 7.904743803847922301e-01 1.018151684053959949e+00 2.614335451053473314e+00
5.806674715902158945e-02 4.250296785289324752e-01 6.849826404286871728e-01 8.417605915469931199e-01 3.804033270665446942e+00
5.700752770580473638e-02 2.825084806755504552e-01 8.714360134402108216e-01 1.089679486587194379e+00 2.435350682512000375e+00
6.790029561142493786e-02 1.435599624119068551e-01 8.508926830907245220e-01 1.109041521254832574e+00 3.389581701631617427e+00
5.366212731346020615e-02 5.632009329331013614e-01 5.604490585873844744e-01 1.189091006238647719e+00 3.806242477022414583e+00
3.231087384871330487e-02 4.796194289126388677e-01 8.910177893936155336e-01 6.763113252505301709e-01 3.632522707129534734e+00
4.364643222483687024e-02 1.766956303370750270e-01 8.967001668712135665e-01 8.953018676633099915e-01 3.410726580628788973e+00
3.620644961470544099e-02 3.815837885465847013e-01 7.995161573831652824e-01 6.918757924448445396e-01 3.230323399772671245e+00
4.719183726239836729e-02 3.771727302085615685e-01 7.781855186523134460e-01 7.691819469996242775e-01 3.559451685541420218e+00
5.933377202249430493e-02 5.132805317942140677e-01 5.004047477537945099e-01 1.154766459901828801e+00 2.440065185543549120e+00
4.661665249874913375e-02 5.879766774439565413e-01 5.635108705522499095e-01 1.295611229184845836e+00 2.739151795518090626e+00
6.934165611983605926e-02 4.817284490463761282e-01 5.320928284690594756e-01 1.120053856994623676e+00 3.043685313871321796e+00
6.132267304415429943e-02 1.559849550130657514e-01 6.459349691572009444e-01 9.311936900688901897e-01 2.261565234882427333e+00
5.890231333390390234e-02 3.052649411421862191e-01 8.874191763612806483e-01 7.750511129324961779e-01 3.353354932085045981e+00
6.804092592071839252e-02 3.504854389670466475e-01 6.498579092708630656e-01 1.095932594582178954e+00 3.084221810343334091e+00
5.393136008989229957e-02 5.636173747749990692e-01 8.324976604279485937e-01 1.060270389962847393e+00 2.037173166202588259e+00
4.950686377900953561e-02 2.176635460940443967e-01 8.591326026237551261e-01 8.137883293633113579e-01 2.208984308777799388e+00
6.384675305155919356e-02 1.772829954509008987e-01 5.062397546008746696e-01 9.174168264084425761e-01 3.765939809054219101e+00
6.729871605269700796e-02 3.569807280185371967e-01 5.579258001700585501e-01 9.906266619208410340e-01 3.839767276531690143e+00
4.717857240381109069e-02 3.512502105538870545e-01 6.797007530864443980e-01 1.276859883832115017e+00 2.652450767006597765e+00
